,custid,retained,created,firstorder,lastorder,esent,eopenrate,eclickrate,avgorder,ordfreq,paperless,refill,doorstep,favday,city
1348,9F9KE3,1,2013-01-17,2013-01-17 00:00:00,2013-11-13 00:00:00,45,51.11111111,15.55555556,59.17,0.023333333,1,0,0,Thursday,MAA
1349,7P5ED3,1,2013-01-23,2013-03-14 00:00:00,2013-03-14 00:00:00,33,24.24242424,0.0,88.59,0.0,0,0,0,Sunday,MAA
1350,QQHKZA,0,2012-10-03,2013-07-09 00:00:00,2013-07-09 00:00:00,33,6.060606061,3.03030303,37.91,0.0,0,0,0,Wednesday,DEL
1351,CG5CWF,1,2009-05-15,2009-06-19 00:00:00,2013-04-15 00:00:00,46,10.86956522,0.0,63.76,0.010744986,1,0,0,Friday,DEL
1352,D452JP,1,2013-05-06,2013-05-06 00:00:00,2013-05-06 00:00:00,45,4.444444444,0.0,52.62,0.0,1,0,0,Tuesday,MAA
1353,8SGJ9D,0,2011-09-28,2011-10-03 00:00:00,2013-11-07 00:00:00,28,3.571428571,0.0,154.73,0.023498695,0,0,0,Monday,BOM
1354,FDHDUH,0,2013-01-01,2013-01-01 00:00:00,2013-01-11 00:00:00,0,0.0,0.0,50.83,0.2,0,0,0,Thursday,MAA
1355,DY6ZMJ,1,2012-08-28,2012-12-26 00:00:00,2012-12-26 00:00:00,45,2.222222222,2.222222222,86.74,0.0,0,0,0,Saturday,MAA
1356,FB58TK,1,2012-09-09,2012-09-19 00:00:00,2012-09-19 00:00:00,35,5.714285714,5.714285714,79.75,0.0,0,0,0,Sunday,MAA
1357,AGXGUU,0,2012-11-04,2012-11-10 00:00:00,2014-01-10 00:00:00,4,75.0,25.0,87.89,0.007042254,1,0,0,Tuesday,MAA
1358,55EKAU,1,2012-08-28,2013-08-11 00:00:00,2013-09-08 00:00:00,43,0.0,0.0,73.03,0.071428571,0,0,0,Wednesday,MAA
1359,4WFXE4,1,2010-08-10,2010-08-23 00:00:00,2013-11-25 00:00:00,51,19.60784314,5.882352941,49.26,0.017647059,0,0,0,Tuesday,DEL
1360,8YBRUC,1,2013-05-26,2013-05-27 00:00:00,2013-12-02 00:00:00,39,51.28205128,10.25641026,83.5,0.031746032,1,0,0,Thursday,BOM
1361,V57KSF,1,2009-04-22,2011-06-02 00:00:00,2012-02-02 00:00:00,45,8.888888889,8.888888889,55.7,0.008163265,0,0,0,Friday,DEL
1362,58J4RJ,1,2013-06-10,2013-06-20 00:00:00,2014-01-15 00:00:00,65,24.61538462,9.230769231,97.67,0.220095694,1,1,1,Tuesday,BOM
1363,MANSAC,1,2011-02-13,2011-03-23 00:00:00,2011-05-19 00:00:00,44,13.63636364,0.0,130.18,0.052631579,0,0,0,Friday,BOM
1364,LTP77L,1,2011-05-13,2011-05-16 00:00:00,2013-12-13 00:00:00,51,5.882352941,3.921568627,66.42,0.030785563,0,0,0,Monday,BOM
1365,TTUJ2B,1,2012-04-01,2012-04-08 00:00:00,2014-01-06 00:00:00,45,97.77777778,60.0,117.17,0.092476489,0,0,0,Tuesday,BOM
1366,DVT3HW,1,2013-02-02,2013-07-14 00:00:00,2013-07-21 00:00:00,45,0.0,0.0,35.44,0.428571429,0,0,0,Monday,BOM
1367,5NWD8G,1,2012-08-28,2012-08-14 00:00:00,2012-08-14 00:00:00,44,2.272727273,0.0,30.0,0.0,1,0,0,Thursday,MAA
1368,ZASUN6,1,2012-08-28,2012-07-24 00:00:00,2013-07-14 00:00:00,40,27.5,0.0,102.25,0.056338028,0,0,0,Thursday,MAA
1369,769GKX,1,2013-04-06,2013-08-18 00:00:00,2013-11-18 00:00:00,31,96.77419355,6.451612903,50.71,0.02173913,0,0,0,Wednesday,BOM
1370,WEU4ZS,1,2010-07-09,2011-07-13 00:00:00,2013-12-03 00:00:00,48,12.5,0.0,15.92,0.127002288,0,0,0,Friday,BOM
1371,NGZC3X,1,2010-03-26,2010-03-30 00:00:00,2013-11-25 00:00:00,51,31.37254902,7.843137255,72.71,0.013473054,0,1,0,Tuesday,DEL
1372,TGDRNU,0,2013-04-18,2013-04-18 00:00:00,2013-04-24 00:00:00,17,5.882352941,5.882352941,51.51,0.333333333,0,0,0,Friday,DEL
1373,MAASYB,0,2012-12-11,2013-01-22 00:00:00,2014-01-12 00:00:00,6,16.66666667,16.66666667,46.34,0.056338028,0,0,0,Tuesday,BOM
1374,ABA5EQ,1,2012-08-28,2012-08-02 00:00:00,2014-01-09 00:00:00,48,31.25,8.333333333,66.43,0.085714286,0,1,1,Sunday,MAA
1375,NHPU2Z,0,2010-08-04,2010-08-23 00:00:00,2014-01-12 00:00:00,2,50.0,0.0,84.2,0.09450727,1,0,0,Tuesday,DEL
1376,6QA3GE,1,2013-02-20,2013-02-20 00:00:00,2013-02-20 00:00:00,44,2.272727273,0.0,83.93,0.0,0,0,0,Wednesday,DEL
1377,DR8FVB,1,2013-05-20,2013-05-20 00:00:00,2013-05-20 00:00:00,45,0.0,0.0,55.43,0.0,0,0,0,Tuesday,MAA
1378,76BWD4,1,2013-02-08,2013-03-03 00:00:00,2013-03-03 00:00:00,44,2.272727273,0.0,57.49,0.0,0,0,0,Friday,BOM
1379,37ET4,1,2011-03-29,2011-10-03 00:00:00,2014-01-19 00:00:00,56,7.142857143,1.785714286,100.88,0.046483909,1,0,0,Monday,DEL
1380,CPE5JA,0,2013-06-09,2013-06-22 00:00:00,2013-06-22 00:00:00,38,7.894736842,0.0,114.36,0.0,1,0,0,Monday,BOM
1381,KVNLBU,1,2009-11-14,2010-08-14 00:00:00,2013-12-30 00:00:00,55,1.818181818,0.0,78.96,0.064019449,0,0,0,Tuesday,DEL
1382,5N9DCQ,1,2013-04-05,2013-05-16 00:00:00,2013-05-16 00:00:00,45,0.0,0.0,33.61,0.0,0,0,0,Friday,BOM
1383,METRUY,1,2012-10-09,2012-11-29 00:00:00,2014-01-12 00:00:00,58,3.448275862,3.448275862,48.8,0.031784841,0,1,0,Monday,DEL
1384,WXTDJK,0,2012-11-10,2013-01-29 00:00:00,2013-04-09 00:00:00,0,0.0,0.0,24.3,0.028571429,0,0,0,Wednesday,MAA
1385,KXMUVX,1,2013-07-02,2013-07-10 00:00:00,2013-07-10 00:00:00,42,26.19047619,0.0,57.0,0.0,1,0,0,Thursday,MAA
1386,HYQYH6,1,2010-11-16,2011-03-28 00:00:00,2013-11-03 00:00:00,35,80.0,37.14285714,194.89,0.046267087,0,0,0,Tuesday,DEL
1387,496LW7,1,2010-10-05,2011-08-12 00:00:00,2011-12-16 00:00:00,45,0.0,0.0,148.84,0.023809524,0,0,0,Friday,MAA
1388,MLH8A7,1,2013-04-20,2013-07-14 00:00:00,2013-07-14 00:00:00,44,4.545454545,4.545454545,101.4,0.0,1,0,0,Monday,BOM
1389,SNZQUY,0,2013-01-17,2013-07-22 00:00:00,2013-07-22 00:00:00,4,50.0,0.0,51.95,0.0,0,0,0,Wednesday,MAA
1390,VWT3WF,0,2011-08-18,2011-08-18 00:00:00,2011-08-18 00:00:00,0,0.0,0.0,47.19,0.0,0,0,0,Friday,DEL
1391,JK6AAE,0,2012-11-24,2013-01-20 00:00:00,2013-04-29 00:00:00,4,25.0,0.0,56.76,0.050505051,0,0,0,Tuesday,BOM
1392,E6EAHU,1,2013-05-09,2013-05-30 00:00:00,2013-06-23 00:00:00,44,29.54545455,4.545454545,131.04,0.083333333,1,0,0,Monday,BOM
1393,XW2AMV,1,2013-06-19,2013-06-23 00:00:00,2013-06-23 00:00:00,44,2.272727273,0.0,98.11,0.0,1,0,0,Saturday,MAA
1394,UMCQKN,1,2013-07-03,2013-10-06 00:00:00,2013-11-02 00:00:00,36,11.11111111,5.555555556,108.91,0.074074074,1,0,0,Monday,MAA
1395,R6HLPE,1,2013-05-03,2013-05-22 00:00:00,2013-09-29 00:00:00,43,16.27906977,0.0,86.35,0.023076923,1,0,0,Monday,DEL
1396,VSVVPD,1,2012-05-15,2012-05-17 00:00:00,2013-03-04 00:00:00,47,2.127659574,0.0,166.75,0.020618557,0,0,0,Friday,BOM
1397,FPEAB4,0,2013-05-01,2013-05-08 00:00:00,2013-05-08 00:00:00,0,0.0,0.0,92.1,0.0,0,0,0,Thursday,MAA
1398,CH6XVV,1,2013-01-29,2013-02-11 00:00:00,2013-04-28 00:00:00,45,0.0,0.0,78.5,0.026315789,0,0,0,Monday,DEL
1399,LFLV3Q,0,2012-07-03,2013-08-09 00:00:00,2013-08-25 00:00:00,0,0.0,0.0,46.88,0.1875,1,0,0,Monday,DEL
1400,7MF5DY,1,2012-12-04,2013-10-08 00:00:00,2013-10-08 00:00:00,31,29.03225806,19.35483871,40.8,0.0,0,0,0,Wednesday,MAA
1401,X347PC,1,2011-05-13,2011-06-28 00:00:00,2013-12-18 00:00:00,44,68.18181818,31.81818182,33.36,0.021017699,0,0,0,Wednesday,BOM
1402,HHMXDJ,1,2013-06-26,2013-06-26 00:00:00,2013-06-26 00:00:00,42,16.66666667,7.142857143,18.53,0.0,1,0,0,Thursday,MAA
1403,DHUVRN,0,2012-08-20,2012-08-20 00:00:00,2013-06-12 00:00:00,0,0.0,0.0,24.8,0.111486486,1,0,0,Thursday,BOM
1404,XLEQS4,1,2013-06-08,2013-06-12 00:00:00,2013-06-12 00:00:00,46,13.04347826,6.52173913,21.45,0.0,1,1,0,Friday,MAA
1405,Y7MMJL,1,2012-07-17,2012-07-19 00:00:00,2013-04-16 00:00:00,48,2.083333333,0.0,124.05,0.018450185,0,0,0,Thursday,DEL
1406,MFK4FQ,1,2011-05-15,2011-08-19 00:00:00,2013-11-03 00:00:00,42,26.19047619,14.28571429,80.47,0.008674102,1,0,0,Wednesday,DEL
1407,6YKDBN,1,2013-01-29,2013-01-29 00:00:00,2013-02-14 00:00:00,40,45.0,7.5,49.43,0.125,0,0,0,Wednesday,DEL
1408,6Z45W3,1,2013-06-30,2013-06-30 00:00:00,2013-06-30 00:00:00,45,13.33333333,0.0,53.81,0.0,1,0,0,Saturday,MAA
1409,3SQNRW,1,2013-03-14,2013-03-14 00:00:00,2013-03-14 00:00:00,44,6.818181818,0.0,73.56,0.0,0,0,0,Friday,BOM
1410,B35UBX,1,2012-05-22,2012-07-23 00:00:00,2014-01-19 00:00:00,51,9.803921569,0.0,70.61,0.036697248,0,0,0,Monday,DEL
1411,TFY9YH,1,2010-09-06,2011-11-20 00:00:00,2013-09-12 00:00:00,43,32.55813953,9.302325581,145.96,0.010574018,0,0,0,Thursday,DEL
1412,2VRTS6,1,2013-06-11,2013-06-11 00:00:00,2013-06-18 00:00:00,45,0.0,0.0,19.0,0.285714286,1,0,0,Wednesday,BOM
1413,S62UT5,1,2011-05-13,2011-10-19 00:00:00,2011-11-16 00:00:00,33,69.6969697,9.090909091,54.64,0.071428571,0,0,0,Thursday,BOM
1414,QFVQEW,1,2013-05-26,2013-06-09 00:00:00,2013-08-01 00:00:00,44,40.90909091,0.0,92.47,0.094339623,1,0,0,Saturday,BLR
1415,ZK24QZ,0,2012-08-28,2012-12-16 00:00:00,2013-04-01 00:00:00,0,0.0,0.0,64.04,0.037735849,0,0,0,Tuesday,BOM
1416,6A58E3,1,2013-06-12,2013-07-08 00:00:00,2013-07-08 00:00:00,44,9.090909091,2.272727273,65.78,0.0,1,0,0,Tuesday,BOM
1417,PGJ5NZ,1,2013-05-08,2013-05-23 00:00:00,2013-05-23 00:00:00,45,0.0,0.0,45.0,0.0,0,0,0,Saturday,BLR
1418,HD45ND,1,2010-12-07,2010-12-07 00:00:00,2014-01-01 00:00:00,48,39.58333333,4.166666667,101.84,0.007136485,0,0,0,Wednesday,DEL
1419,F7XSHC,0,2013-06-05,2013-07-05 00:00:00,2013-07-30 00:00:00,11,27.27272727,0.0,57.13,0.08,1,0,0,Wednesday,MAA
1420,V8E4HC,1,2013-02-12,2013-02-12 00:00:00,2013-10-13 00:00:00,35,62.85714286,20.0,86.22,0.024691358,0,0,0,Monday,DEL
1421,J4SY7Q,1,2013-02-01,2013-02-13 00:00:00,2013-02-13 00:00:00,45,2.222222222,0.0,59.19,0.0,0,0,0,Wednesday,BOM
1422,SAP4EQ,1,2013-06-14,2013-07-30 00:00:00,2013-07-30 00:00:00,44,2.272727273,0.0,60.03,0.0,1,0,0,Thursday,BLR
1423,ULDU2D,1,2013-03-30,2013-06-02 00:00:00,2013-06-02 00:00:00,42,21.42857143,2.380952381,89.75,0.0,0,0,0,Tuesday,BOM
1424,9CQSGX,1,2013-06-27,2013-07-05 00:00:00,2013-07-05 00:00:00,46,0.0,0.0,80.64,0.0,1,0,0,Thursday,BLR
1425,6PNE2Z,1,2012-12-06,2012-12-06 00:00:00,2013-03-13 00:00:00,47,0.0,0.0,119.15,0.103092784,0,0,0,Saturday,MAA
1426,TMD43H,0,2013-03-21,2013-11-07 00:00:00,2013-11-07 00:00:00,0,0.0,0.0,125.43,0.0,1,1,0,Friday,BOM
1427,KTG6P6,1,2011-01-04,2011-01-05 00:00:00,2011-01-05 00:00:00,45,0.0,0.0,22.61,0.0,0,0,0,Wednesday,MAA
1428,K5ZLPU,1,2012-04-10,2012-05-25 00:00:00,2013-03-07 00:00:00,45,8.888888889,0.0,70.84,0.031468531,1,0,0,Friday,BOM
1429,MC4S94,1,2013-06-25,2013-07-01 00:00:00,2013-12-15 00:00:00,38,86.84210526,13.15789474,98.82,0.02994012,1,0,0,Tuesday,DEL
1430,J3CB27,1,2012-07-29,2012-07-30 00:00:00,2013-07-24 00:00:00,39,64.1025641,0.0,79.56,0.052924791,1,0,0,Friday,BOM
1431,6LCT7E,1,2012-12-15,2012-12-16 00:00:00,2013-01-03 00:00:00,45,2.222222222,0.0,71.12,0.111111111,0,0,0,Saturday,MAA
1432,GLVMU8,1,2012-08-28,2012-08-02 00:00:00,2012-08-23 00:00:00,36,0.0,0.0,86.43,0.095238095,0,0,0,Sunday,MAA
1433,ZFUXCX,1,2012-10-13,2012-10-13 00:00:00,2014-01-19 00:00:00,54,31.48148148,9.259259259,99.47,0.105831533,1,0,1,Saturday,MAA
1434,J4SP6S,1,2013-04-07,2013-04-09 00:00:00,2013-04-09 00:00:00,42,30.95238095,4.761904762,124.18,0.0,1,0,0,Wednesday,BOM
1435,7EYBGH,1,2013-06-23,2013-06-23 00:00:00,2014-01-08 00:00:00,55,7.272727273,1.818181818,41.91,0.040201005,1,0,1,Monday,DEL
1436,HQXERD,1,2012-08-16,2012-09-02 00:00:00,2012-12-31 00:00:00,37,40.54054054,2.702702703,62.62,0.091666667,0,0,0,Monday,BOM
1437,XKJ8P7,1,2013-02-12,2013-02-13 00:00:00,2013-06-03 00:00:00,45,0.0,0.0,47.5,0.018181818,0,0,0,Thursday,DEL
1438,KR8TMH,1,2011-01-17,2011-03-31 00:00:00,2013-12-11 00:00:00,45,13.33333333,2.222222222,99.86,0.062880325,1,0,0,Friday,DEL
1439,YZJTZS,1,2013-03-09,2013-03-09 00:00:00,2013-03-09 00:00:00,45,0.0,0.0,35.67,0.0,0,0,0,Monday,BOM
1440,KF4XM3,1,2013-04-05,2013-05-01 00:00:00,2013-05-01 00:00:00,45,0.0,0.0,81.37,0.0,0,0,0,Thursday,DEL
1441,H5F8KR,1,2010-09-28,2010-12-02 00:00:00,2012-03-27 00:00:00,46,4.347826087,0.0,75.69,0.056133056,0,0,0,Monday,DEL
1442,DYBC7V,1,2013-05-04,2013-05-23 00:00:00,2013-05-23 00:00:00,45,11.11111111,2.222222222,46.33,0.0,1,0,0,Tuesday,MAA
1443,H33MUJ,1,2013-06-27,2013-06-27 00:00:00,2013-06-27 00:00:00,36,52.77777778,33.33333333,59.08,0.0,1,0,0,Saturday,MAA
1444,F48SSE,1,2011-06-29,2013-01-17 00:00:00,2014-01-20 00:00:00,55,70.90909091,10.90909091,48.66,0.160326087,1,0,0,Tuesday,BOM
1445,KCQQ79,1,2013-05-21,2013-09-02 00:00:00,2014-01-15 00:00:00,53,28.30188679,3.773584906,45.77,0.133333333,0,1,0,Tuesday,BOM
1446,7997N3,0,2013-06-11,2013-06-23 00:00:00,2013-06-23 00:00:00,0,0.0,0.0,89.93,0.0,1,0,0,Wednesday,MAA
1447,6Q3CJA,0,2012-02-26,2012-03-11 00:00:00,2013-02-25 00:00:00,0,0.0,0.0,25.27,0.111111111,1,0,0,Tuesday,BOM
1448,J7MQWY,1,2012-08-28,2012-08-16 00:00:00,2013-02-20 00:00:00,44,2.272727273,2.272727273,52.41,0.015957447,1,0,0,Saturday,MAA
1449,C7V93E,1,2013-03-13,2013-04-01 00:00:00,2013-04-01 00:00:00,43,25.58139535,0.0,77.12,0.0,0,0,0,Wednesday,DEL
1450,LYWZQ4,1,2012-11-08,2013-04-11 00:00:00,2014-01-12 00:00:00,61,32.78688525,13.1147541,138.3,0.126811594,1,0,1,Monday,MAA
1451,EKHNUS,1,2012-05-17,2012-05-18 00:00:00,2013-03-28 00:00:00,47,0.0,0.0,44.31,0.025477707,1,0,0,Wednesday,DEL
1452,FM3MFN,0,2013-05-28,2013-06-19 00:00:00,2013-09-08 00:00:00,0,0.0,0.0,26.66,0.024691358,1,0,0,Thursday,DEL
1453,28ANRB,1,2013-04-30,2013-05-02 00:00:00,2013-05-21 00:00:00,47,4.255319149,0.0,61.89,0.105263158,0,0,0,Thursday,MAA
1454,9D6K6D,0,2012-05-08,2012-08-29 00:00:00,2012-09-14 00:00:00,0,0.0,0.0,43.75,0.1875,0,0,0,Friday,DEL
1455,EJ8JHS,1,2013-04-30,2013-05-02 00:00:00,2013-05-02 00:00:00,45,0.0,0.0,52.2,0.0,0,0,0,Tuesday,DEL
1456,M45JE4,1,2011-05-29,2011-05-31 00:00:00,2013-11-05 00:00:00,48,8.333333333,6.25,214.42,0.006749156,0,0,0,Tuesday,DEL
1457,BQHTA2,0,2012-11-26,2012-11-26 00:00:00,2013-01-25 00:00:00,2,50.0,0.0,106.45,0.083333333,0,0,0,Monday,DEL
1458,Y8S4CM,1,2011-10-28,2011-10-29 00:00:00,2013-08-25 00:00:00,34,58.82352941,2.941176471,32.73,0.009009009,0,0,0,Monday,BOM
1459,C9GAG4,1,2011-01-26,2011-05-16 00:00:00,2013-07-22 00:00:00,41,34.14634146,7.317073171,40.3,0.011278195,0,0,0,Tuesday,BOM
1460,68PL27,1,2011-11-13,2013-06-23 00:00:00,2013-10-24 00:00:00,48,2.083333333,0.0,115.4,0.016260163,0,0,0,Tuesday,DEL
1461,2VYRQK,0,2011-05-12,2011-05-25 00:00:00,2011-05-25 00:00:00,16,6.25,0.0,33.83,0.0,0,0,0,Friday,MAA
1462,83G9WJ,1,2013-03-09,2013-03-09 00:00:00,2013-06-30 00:00:00,46,15.2173913,8.695652174,158.56,0.061946903,1,0,0,Monday,DEL
1463,FRM7P5,1,2013-05-19,2013-05-20 00:00:00,2013-06-04 00:00:00,45,0.0,0.0,98.67,0.2,0,0,0,Wednesday,BOM
1464,YMSV23,1,2011-02-09,2011-03-19 00:00:00,2013-11-25 00:00:00,54,7.407407407,3.703703704,103.75,0.025458248,0,0,0,Tuesday,DEL
1465,P9GEDC,1,2011-03-01,2011-05-04 00:00:00,2014-01-07 00:00:00,50,38.0,16.0,97.78,0.113381001,1,0,0,Wednesday,DEL
1466,HZD7BM,1,2012-09-04,2012-10-09 00:00:00,2012-11-13 00:00:00,40,42.5,2.5,40.52,0.057142857,1,0,0,Wednesday,DEL
1467,2DQSPQ,0,2013-05-06,2013-05-06 00:00:00,2013-05-06 00:00:00,0,0.0,0.0,42.29,0.0,0,0,0,Tuesday,DEL
1468,CYZVEU,1,2013-03-19,2013-09-09 00:00:00,2013-10-08 00:00:00,38,0.0,0.0,38.06,0.137931034,0,0,0,Wednesday,BOM
1469,MB2YU,1,2011-05-01,2011-05-22 00:00:00,2013-10-07 00:00:00,35,45.71428571,8.571428571,59.17,0.020713464,1,0,0,Tuesday,DEL
1470,Z44WNR,0,2013-01-20,2013-01-31 00:00:00,2013-01-31 00:00:00,0,0.0,0.0,52.71,0.0,1,0,0,Monday,DEL
1471,NLFZGA,0,2013-04-21,2013-06-10 00:00:00,2013-06-10 00:00:00,8,0.0,0.0,96.9,0.0,0,0,0,Tuesday,DEL
1472,EE2XY9,1,2013-01-29,2013-04-22 00:00:00,2013-04-22 00:00:00,45,0.0,0.0,72.66,0.0,0,0,0,Tuesday,BOM
1473,Y9PK9J,1,2013-01-18,2013-02-13 00:00:00,2014-01-05 00:00:00,45,53.33333333,15.55555556,65.78,0.024539877,0,0,0,Thursday,DEL
1474,S498DQ,1,2013-05-09,2013-05-09 00:00:00,2013-05-09 00:00:00,45,0.0,0.0,18.33,0.0,0,0,0,Wednesday,MAA
1475,QDVMPM,1,2012-08-28,2012-07-20 00:00:00,2013-11-06 00:00:00,48,62.5,18.75,93.93,0.021097046,0,0,0,Saturday,BLR
1476,JP6EPL,1,2013-01-24,2013-01-31 00:00:00,2013-11-19 00:00:00,46,0.0,0.0,45.54,0.006849315,0,0,0,Friday,DEL
1477,XETDVT,1,2013-06-01,2013-12-11 00:00:00,2013-12-11 00:00:00,48,2.083333333,0.0,83.45,0.0,1,0,0,Saturday,MAA
1478,2WQX6T,0,2013-01-30,2013-02-04 00:00:00,2013-07-16 00:00:00,16,12.5,0.0,67.13,0.135802469,0,0,0,Wednesday,BOM
1479,PAEWQF,0,2013-01-09,2013-01-09 00:00:00,2013-01-09 00:00:00,0,0.0,0.0,88.46,0.0,1,0,0,Thursday,BOM
1480,XRL6C8,1,2011-07-19,2011-08-01 00:00:00,2013-07-10 00:00:00,37,67.56756757,8.108108108,56.28,0.011283498,1,0,0,Tuesday,BOM
1481,T7UHVF,0,2012-12-08,2013-02-09 00:00:00,2013-05-19 00:00:00,0,0.0,0.0,51.73,0.02020202,0,0,0,Tuesday,MAA
1482,KXNPDT,1,2010-11-30,2011-03-01 00:00:00,2014-01-15 00:00:00,66,27.27272727,15.15151515,153.06,0.119885823,1,1,0,Tuesday,BOM
1483,66X4Y8,1,2011-02-16,2011-04-12 00:00:00,2014-01-06 00:00:00,52,1.923076923,0.0,81.42,0.018,0,0,0,Tuesday,BOM
1484,E9DJQE,1,2013-01-12,2013-01-13 00:00:00,2013-04-08 00:00:00,48,2.083333333,0.0,182.18,0.070588235,0,0,0,Tuesday,BOM
1485,Q7BP5L,0,2011-08-29,2011-09-21 00:00:00,2012-12-05 00:00:00,42,11.9047619,2.380952381,58.6,0.024943311,1,0,0,Tuesday,DEL
1486,W746G2,1,2012-06-04,2012-06-04 00:00:00,2013-07-07 00:00:00,40,45.0,0.0,64.53,0.005025126,0,0,0,Tuesday,BOM
1487,5Z8K4X,1,2011-03-06,2011-04-03 00:00:00,2013-03-17 00:00:00,47,4.255319149,0.0,71.79,0.023809524,1,0,0,Monday,BOM
1488,FWNKZ2,1,2013-04-29,2013-05-05 00:00:00,2014-01-05 00:00:00,56,10.71428571,1.785714286,89.35,0.040816327,0,0,0,Monday,DEL
1489,GJQ9N2,1,2011-02-09,2011-05-03 00:00:00,2014-01-19 00:00:00,43,74.41860465,18.60465116,112.24,0.09375,1,0,0,Wednesday,DEL
1490,H7CB3L,1,2010-07-09,2010-08-11 00:00:00,2010-08-11 00:00:00,41,19.51219512,2.43902439,27.0,0.0,0,0,0,Thursday,DEL
1491,WQF8TP,1,2013-04-30,2013-05-14 00:00:00,2013-06-03 00:00:00,43,41.86046512,2.325581395,47.32,0.1,1,0,0,Wednesday,DEL
1492,RCTG3V,1,2013-02-06,2013-02-06 00:00:00,2013-02-24 00:00:00,45,0.0,0.0,21.98,0.111111111,1,0,0,Friday,DEL
1493,NGKAW7,1,2012-08-09,2012-08-10 00:00:00,2014-01-13 00:00:00,56,0.0,0.0,81.53,0.086372361,1,0,0,Tuesday,BOM
1494,PDAM6M,1,2012-05-17,2012-05-29 00:00:00,2013-06-05 00:00:00,39,43.58974359,0.0,88.69,0.024193548,0,0,0,Tuesday,BOM
1495,ZPJADN,0,2013-06-28,2013-06-29 00:00:00,2013-06-29 00:00:00,0,0.0,0.0,7.29,0.0,0,0,0,Monday,MAA
1496,W5M73K,1,2012-08-28,2012-08-30 00:00:00,2013-02-14 00:00:00,36,19.44444444,2.777777778,59.58,0.041666667,0,0,0,Sunday,BLR
1497,7B24BL,1,2010-10-29,2010-11-10 00:00:00,2013-10-29 00:00:00,46,6.52173913,0.0,22.06,0.035055351,1,0,0,Wednesday,BOM
1498,L5XYZY,1,2011-11-29,2011-11-29 00:00:00,2013-02-05 00:00:00,47,0.0,0.0,25.24,0.057603687,0,0,0,Tuesday,BOM
1499,RSTCFZ,0,2013-06-27,2013-06-27 00:00:00,2013-06-27 00:00:00,0,0.0,0.0,70.74,0.0,0,0,0,Friday,BOM
1500,TRAEEG,1,2011-02-26,2011-03-21 00:00:00,2012-03-08 00:00:00,40,40.0,7.5,69.13,0.019830028,0,0,0,Tuesday,DEL
1501,4MZPS6,1,2011-09-01,2012-02-15 00:00:00,2013-11-23 00:00:00,52,1.923076923,0.0,108.05,0.007727975,0,0,0,Friday,BOM
1502,58TTPM,1,2012-08-28,2012-08-16 00:00:00,2013-10-03 00:00:00,36,2.777777778,2.777777778,85.39,0.060532688,1,0,0,Sunday,MAA
1503,RVH9NL,1,2013-04-06,2013-10-20 00:00:00,2013-10-20 00:00:00,36,44.44444444,16.66666667,54.88,0.0,0,0,0,Monday,BOM
1504,SQVWZR,1,2013-04-18,2013-04-21 00:00:00,2013-04-27 00:00:00,45,0.0,0.0,114.33,0.333333333,0,0,0,Monday,BOM
1505,8VHPRF,1,2012-01-04,2012-01-04 00:00:00,2013-07-29 00:00:00,46,8.695652174,2.173913043,56.23,0.062937063,0,0,0,Tuesday,BOM
1506,9JSCYL,0,2013-05-10,2013-05-13 00:00:00,2013-05-13 00:00:00,21,14.28571429,0.0,60.01,0.0,0,0,0,Tuesday,DEL
1507,XYPJZT,1,2013-07-07,2013-07-27 00:00:00,2013-07-27 00:00:00,42,7.142857143,4.761904762,69.02,0.0,1,0,0,Thursday,BLR
1508,QA2YGP,1,2013-05-10,2013-06-26 00:00:00,2013-09-11 00:00:00,45,15.55555556,0.0,43.29,0.025974026,1,0,0,Thursday,DEL
1509,3XSA5R,0,2013-06-21,2013-07-30 00:00:00,2013-07-30 00:00:00,0,0.0,0.0,79.62,0.0,1,0,0,Thursday,BLR
1510,2FZW7P,0,2013-05-17,2013-07-03 00:00:00,2013-07-03 00:00:00,0,0.0,0.0,89.88,0.0,0,0,0,Monday,DEL
1511,LN7YEZ,1,2011-07-26,2011-10-02 00:00:00,2011-12-09 00:00:00,48,6.25,4.166666667,53.95,0.058823529,1,0,0,Friday,BOM
1512,GHBNTK,1,2013-05-11,2013-05-27 00:00:00,2013-05-27 00:00:00,45,0.0,0.0,25.08,0.0,0,0,0,Tuesday,BOM
1513,QNB3CK,0,2012-12-15,2013-04-08 00:00:00,2013-08-28 00:00:00,9,33.33333333,11.11111111,48.77,0.014084507,1,0,0,Thursday,MAA
1514,3NNYH8,1,2010-08-19,2011-04-20 00:00:00,2012-11-01 00:00:00,43,18.60465116,0.0,94.08,0.01426025,0,0,0,Thursday,DEL
1515,PL2CHF,1,2013-01-05,2014-01-18 00:00:00,2014-01-18 00:00:00,40,30.0,2.5,65.98,0.0,0,0,0,Monday,BLR
1516,RZ4CUQ,1,2012-04-25,2012-04-25 00:00:00,2012-10-15 00:00:00,17,94.11764706,0.0,77.64,0.01734104,0,0,0,Wednesday,DEL
1517,D566Q6,0,2012-02-25,2013-09-22 00:00:00,2013-09-22 00:00:00,12,25.0,0.0,40.25,0.0,0,0,0,Monday,DEL
1518,JFXEDT,0,2012-08-28,2012-07-20 00:00:00,2013-01-03 00:00:00,0,0.0,0.0,76.82,0.065868263,0,0,0,Sunday,MAA
